,last,high,low,lowestAsk,highestBid,percentChange,baseVolume,quoteVolume,time,second,minute,hour,week_day,week_number,month
285403,0.000186374465406587,0.000200928310756355,0.00008376,0.000185950631476779,0.000181876168842864,-6.80344764,696.044488313351011796,3920534.727281605632352856,1553209200.0,0,0,2,4,4,3
289048,0.000185726016926092,0.000200928310756355,0.00008376,0.000185990561253315,0.000183148409684587,-7.12770431,696.356006104329675118,3922212.02481985321728619,1553212800.0,0,0,3,4,4,3
292609,0.000185550268326401,0.000200928310756355,0.00008376,0.000185479769763003,0.000183014172375969,-6.07903,693.745991170523712426,3909034.954545436116646066,1553216400.0,0,0,4,4,4,3
296189,0.000186449477223512,0.000200928310756355,0.00008376,0.000186449477223512,0.00018396933128161,-6.77526139,689.121861393416807926,3888074.310711837028794633,1553220000.0,0,0,5,4,4,3
299793,0.000186449477223512,0.000200928310756355,0.00008376,0.000186449477223512,0.000184700289212828,-6.77526139,689.121861393416807926,3888074.310711837028794633,1553223600.0,0,0,6,4,4,3
303424,0.000186449477223512,0.000200928310756355,0.00008376,0.0001887,0.000186464754546598,-6.77526139,689.900679872995972765,3892251.412687003908117264,1553227200.0,0,0,7,4,4,3
307071,0.000186449477223512,0.000199019798999998,0.00008376,0.0001887,0.000186463833160986,-6.31611621,687.26327100751057162,3879079.092852700811969176,1553230800.0,0,0,8,4,4,3
310716,0.000186449477223512,0.000199019798999998,0.00008376,0.0001887,0.000186464107259511,-6.31611621,687.26327100751057162,3879079.092852700811969176,1553234400.0,0,0,9,4,4,3
314362,0.000184590640993828,0.000199019798999998,0.00008376,0.00018817624922391,0.000184627548506482,-7.25011184,688.847254655668007783,3887579.092852700811969177,1553238000.0,0,0,10,4,4,3
318002,0.000187915976664766,0.000198,0.00008376,0.000187907049579326,0.000184854152862281,-5.09294108,677.243450411043253145,3828989.806792221763451469,1553241600.0,0,0,11,4,4,3
321627,0.000187915976664766,0.0001979,0.00008376,0.000186981299999905,0.000184302539913323,-4.88144834,675.654169774508334977,3820956.207997535565780084,1553245200.0,0,0,12,4,4,3
325244,0.000187915976664766,0.0001979,0.00008376,0.000187,0.000185063868978713,-5.044984,674.385051972319802546,3814531.98206079166764093,1553248800.0,0,0,13,4,4,3
328879,0.0001889,0.0001979,0.00008376,0.0001889,0.000185598752970927,-4.54775139,684.922243255164304137,3870411.916968830102540508,1553252400.0,0,0,14,4,4,3
332467,0.000189,0.000189397274229403,0.00017102,0.000189,0.000186105428661923,1.88673753,91.044062466152074707,506051.251259807165138032,1553256000.0,0,0,15,4,4,3
336100,0.000189,0.000189397274229403,0.000180907042973298,0.000189,0.0001881,3.84670977,47.899863417808588063,257431.151463616019400195,1553259600.0,0,0,16,4,4,3
339732,0.000189200093453,0.000189200093453,0.000180907042973298,0.000189200093453,0.0001881,1.17652056,46.548457974178497208,249824.94196105352451791,1553263200.0,0,0,17,4,4,3
343291,0.00018920033453102,0.00018920033453102,0.000180907042973298,0.00018920033453102,0.000186409095980372,1.17664948,350.550790764730799179,1856896.614363176920159853,1553266800.0,0,0,18,4,4,3
346918,0.00018920033453102,0.00018920033453102,0.000180907042973298,0.00018920033453102,0.000186418032487,3.10644934,350.175714219528158981,1854822.447704322488071449,1553270400.0,0,0,19,4,4,3
350547,0.000200955555555489,0.000200955555555489,0.000180907042973298,0.000201489999999999,0.000189631195460185,10.50785823,419.071368782021028658,2217137.071191025498672651,1553274000.0,0,0,20,4,4,3
354184,0.000201489999999999,0.000201489999999999,0.000181799944468762,0.000202911111111,0.000201489999999999,9.13258283,414.025335151008571448,2189076.845035836079056167,1553277600.0,0,0,21,4,4,3
357826,0.0002015,0.0002015,0.000181799944468762,0.000202616909619239,0.000193692008137266,8.08302451,414.560535800826240759,2191274.820671823315632578,1553281200.0,0,0,22,4,4,3
361418,0.000192099820147043,0.0002015,0.000181799944468762,0.000201797268233828,0.000193672770057472,4.93568503,416.378408828648773825,2200715.601458993948499799,1553284800.0,0,0,23,4,4,3
365057,0.000193994765119508,0.0002015,0.000181799944468762,0.000200636750903198,0.000195117789234341,4.8620352,415.89136774540941885,2198055.756038088332100288,1553288400.0,0,0,0,5,4,3
368703,0.000192929637540631,0.0002015,0.000181837216424237,0.00020047645062738,0.000194790579401448,6.10019298,412.889547378336417767,2181622.583114470078706645,1553292000.0,0,0,1,5,4,3
372329,0.000200445657733259,0.0002015,0.000184590640993828,0.00020119295592793,0.00019999,7.9254598,411.858463724631340706,2175934.602457576256540825,1553295600.0,0,0,2,5,4,3
375954,0.000200982090451824,0.0002015,0.000184590640993828,0.00020089555968356,0.00019999,8.31678782,411.766943733652676879,2175351.918869782796962308,1553299200.0,0,0,3,5,4,3
379582,0.0002025,0.0002025,0.000184590640993828,0.0002025,0.00019999,9.18942953,412.344037063590529773,2178108.750310338549010406,1553302800.0,0,0,4,5,4,3
383178,0.0002025,0.0002025,0.000184590640993828,0.0002025,0.00019999,8.60851047,404.735077781025043574,2137144.138912517708549425,1553306400.0,0,0,5,5,4,3
386781,0.00020244,0.0002025,0.000184590640993828,0.000202419755999876,0.00019561640398691,8.57633018,410.803751122047555295,2167120.371529805697104851,1553310000.0,0,0,6,5,4,3
390396,0.000202299762000085,0.0002025,0.000184590640993828,0.000202299762000085,0.000195420837892452,8.49285802,412.225287875571197059,2173820.708335173232604615,1553313600.0,0,0,7,5,4,3
394002,0.000202299762000085,0.0002025,0.000184590640993828,0.000200999999999999,0.000197020066007699,8.49285802,412.225287875571197059,2173820.708335173232604615,1553317200.0,0,0,8,5,4,3
397571,0.0001970197,0.0002025,0.000184590640993828,0.000200879909999869,0.000197,5.66117393,412.629000520595494404,2175869.806192008347801467,1553320800.0,0,0,9,5,4,3
401147,0.000200999999999999,0.0002025,0.000186,0.000200999999999999,0.0001923854666373,6.96269874,412.534085348207789815,2174781.80619200834779277,1553324400.0,0,0,10,5,4,3
404731,0.000200999999999999,0.0002025,0.000186,0.000200999999999999,0.000196098387386935,6.46186441,412.239570220367652228,2173214.535898830776021833,1553328000.0,0,0,11,5,4,3
408360,0.000200999999999999,0.0002025,0.000186,0.000200999999999999,0.000196,6.46186441,412.239570220367652228,2173214.535898830776021833,1553331600.0,0,0,12,5,4,3
411986,0.00019051,0.0002025,0.000186,0.000197211585264355,0.000190296520396491,0.90572034,420.593634290315691144,2216355.586448164149703702,1553335200.0,0,0,13,5,4,3
415635,0.000191009531838105,0.0002025,0.000186,0.000195615399543814,0.000189047802891602,1.11674528,412.711243942770692208,2174375.093676603816804124,1553338800.0,0,0,14,5,4,3
419273,0.000189163443363206,0.0002025,0.000186,0.000194589658999966,0.000189163443363206,1.700776,407.074146790579092217,2144539.36647645573605481,1553342400.0,0,0,15,5,4,3
422915,0.000192755314672616,0.0002025,0.000186053888513347,0.000192850713000114,0.000189238922,2.47491476,406.956978478751500458,2143889.422931814285395249,1553346000.0,0,0,16,5,4,3
426559,0.000192755314672616,0.0002025,0.000186053888513347,0.000192840713999928,0.00019012221312123,1.87895024,402.913239160401526629,2122502.154240669863867303,1553349600.0,0,0,17,5,4,3
430192,0.000192755314672616,0.0002025,0.000186053888513347,0.000192870710999859,0.000189398459400904,1.87895024,98.910906369849224658,515430.48183854646822536,1553353200.0,0,0,18,5,4,3
433831,0.000192755314672616,0.0002025,0.000186053888513347,0.000192400757999933,0.000189353009452107,3.60187374,97.810906369849224658,509616.538630007102452802,1553356800.0,0,0,19,5,4,3
437456,0.000191381057735943,0.0002025,0.000189163443363206,0.0002,0.0001992,0.14668025,48.182363274086053554,244031.885536079125274414,1553360400.0,0,0,20,5,4,3
441072,0.000191381057735943,0.0002025,0.000189163443363206,0.0002,0.0001992,-5.01709378,47.599053974245336962,241033.885536079125274414,1553364000.0,0,0,21,5,4,3
444688,0.000192341813504827,0.0002025,0.000189163443363206,0.000199875690203881,0.000193365280491636,-0.69708329,48.29552264404926607,244805.201138754664394864,1553367600.0,0,0,22,5,4,3
448332,0.000199282736922011,0.0002025,0.000189163443363206,0.000199689966161573,0.00019624522966205,2.72583221,46.723393955450773163,236561.499779599664389846,1553371200.0,0,0,23,5,4,3
451967,0.000199282736922011,0.0002025,0.000189163443363206,0.000199792190103027,0.000195485957638574,3.29296186,46.626396572891019163,236061.499779599664389846,1553374800.0,0,0,0,6,4,3
455602,0.000199282736922011,0.0002025,0.000189163443363206,0.000199298538542076,0.000195233966318684,-0.58512942,46.555279380182548489,235692.882528175588153757,1553378400.0,0,0,1,6,4,3
459244,0.000200999999999999,0.0002025,0.000189163443363206,0.000200085226771855,0.000194161458030687,0.00891102,50.819958714980570274,256915.519103053357940627,1553382000.0,0,0,2,6,4,3
462877,0.000194486414807742,0.0002025,0.000189163443363206,0.000200054581923551,0.00019555,-3.18164295,50.697204122384441779,256320.90515259923258581,1553385600.0,0,0,3,6,4,3
466456,0.000196871040441467,0.0002025,0.000189163443363206,0.00019951884971664,0.000194124479026064,-2.77973312,50.069373343873100555,253237.34845500582036832,1553389200.0,0,0,4,6,4,3
470054,0.000196871040441467,0.0002025,0.000189163443363206,0.000198519057007102,0.00019469565272964,-2.77973312,50.069373343873100555,253237.34845500582036832,1553392800.0,0,0,5,6,4,3
473614,0.000196871040441467,0.000202299762000085,0.000189163443363206,0.000199598159810738,0.000195190762932192,-2.67377106,44.000700002850588834,223261.115837717831812894,1553396400.0,0,0,6,6,4,3
477237,0.000212,0.000212,0.000189163443363206,0.00021200999,0.000212,7.60345285,89.566753528160608006,444435.440191404091515426,1553400000.0,0,0,7,6,4,3
480867,0.000212999007,0.000213,0.000189163443363206,0.000212849957,0.000197416617366517,8.1105123,364.647380463249420443,1741873.926839560257125015,1553403600.0,0,0,8,6,4,3
263,0.00020701,0.000213,0.000194486414807742,0.000207911504059522,0.00020701,3.87753761,339.815433235922110754,1613492.098947787386539838,1553454000.0,0,0,22,6,4,3
3888,0.000200112917262922,0.000213,0.000194486414807742,0.000205321671993939,0.000200183959555016,-0.4413347,339.889959385023573647,1613812.991099846443028087,1553457600.0,0,0,23,6,4,3
7536,0.000199979996,0.000213,0.000194486414807742,0.00020745589374472,0.000199979996,-0.50746468,342.07307661531633916,1624727.537252147256213432,1553461200.0,0,0,0,0,5,3
11177,0.000199979996,0.000213,0.000194486414807742,0.000206437469285443,0.000199979996,-0.50746468,342.359435700931452602,1626138.470495577593161171,1553464800.0,0,0,1,0,5,3
14815,0.000199979996,0.000213,0.000194486414807742,0.00020576357081251,0.000199989996002064,2.82466063,337.862244016133430818,1603755.875571338693113103,1553468400.0,0,0,2,0,5,3
18452,0.00020754552930675,0.000213,0.000196871040441467,0.000207699957,0.00020754552930675,5.42207165,362.582486118755043179,1724061.148900762027909121,1553472000.0,0,0,3,0,5,3
22084,0.00020754552930675,0.000213,0.000199822762639922,0.000207678963004143,0.000200015232182941,-2.10116542,365.492172365314335565,1738035.741123739496638733,1553475600.0,0,0,4,0,5,3
25715,0.000207679187004143,0.000213,0.000199822762639922,0.000207679187004143,0.000200825346716046,-2.03811934,367.601132371598103312,1748190.638636667161173238,1553479200.0,0,0,5,0,5,3
29350,0.000207679187004143,0.000213,0.000199822762639922,0.000207629235000062,0.000201802929341589,-2.03811934,367.601132371598103312,1748190.638636667161173238,1553482800.0,0,0,6,0,5,3
32982,0.000201178137720385,0.000213,0.00019989965998,0.000207150581325334,0.000201,-5.10465202,321.461798678950117339,1524226.950221386242872371,1553486400.0,0,0,7,0,5,3
36615,0.000201178137720385,0.000212849541,0.00019989965998,0.000205780911542508,0.000201,-5.48340543,46.381171743861304902,226788.463573230077262782,1553490000.0,0,0,8,0,5,3
40236,0.000201,0.00021087891000007,0.00019989965998,0.000206485061930194,0.000201,-2.5572122,46.036909685936452877,225121.710589656334396087,1553493600.0,0,0,9,0,5,3
43873,0.000201,0.00021087891000007,0.00019989965998,0.000205183657750794,0.000201,-2.5572122,46.036909685936452877,225121.710589656334396087,1553497200.0,0,0,10,0,5,3
47509,0.000201,0.00021087891000007,0.00019989965998,0.000205174682143576,0.000201,-2.5572122,46.438909685936452876,227121.710589656334396087,1553500800.0,0,0,11,0,5,3
51145,0.000201,0.00021087891000007,0.00019989965998,0.000205028925602903,0.000199426662064069,-2.5572122,47.49210235329951316,232376.346270967403759238,1553504400.0,0,0,12,0,5,3
54780,0.000201,0.00021087891000007,0.00019989965998,0.000203401823403495,0.0001994674897,-4.68463632,47.388181111153882949,231872.546492527824941975,1553508000.0,0,0,13,0,5,3
58420,0.000198292502138767,0.00021087891000007,0.000198292502138767,0.000199543691860611,0.00019827779960016,-5.96854748,48.939483145565440002,239679.778138785801819453,1553511600.0,0,0,14,0,5,3
62046,0.00019300193,0.00021087891000007,0.000193,0.000198826818948774,0.000193,-8.47736741,90.934475315552227616,455519.129876417792185877,1553515200.0,0,0,15,0,5,3
65682,0.000193001,0.00021087891000007,0.000193,0.000197426720515729,0.000193,-8.47780843,92.864480515552227615,465519.129876417792185877,1553518800.0,0,0,16,0,5,3
69319,0.000191,0.000208,0.000191,0.000197319802534132,0.000191,-6.90646781,102.527992118259434476,516268.499164118213057145,1553522400.0,0,0,17,0,5,3
72952,0.000191,0.000208,0.000191,0.000197345621512257,0.000191010000001929,-4.50937806,98.01586271515114654,493798.954539733174939878,1553526000.0,0,0,18,0,5,3
76586,0.000194125257871266,0.000208,0.000191,0.000194016573324405,0.000191,-2.88865029,95.158519505951057624,479580.249694242378932522,1553529600.0,0,0,19,0,5,3
80228,0.000194125257871266,0.000208,0.000191,0.000195121204876638,0.000191,-6.43155546,95.00385041474223143,478806.51605595454559065,1553533200.0,0,0,20,0,5,3
83881,0.000192897488602707,0.000208,0.000191,0.000192371352532155,0.00019001,-6.7815813,94.763419625913909901,477739.567922153642911619,1553536800.0,0,0,21,0,5,3
87511,0.00019001,0.000207679187004143,0.00019001,0.000193716567073628,0.0001900001,-8.21216366,94.103643883027852663,475160.443935205459294477,1553540400.0,0,0,22,0,5,3
91146,0.00019001,0.000207679187004143,0.00019001,0.000193595062205865,0.0001900001,-5.01403645,93.679117733926389771,473083.253142301402811246,1553544000.0,0,0,23,0,5,3
94797,0.000193978830528634,0.000207679187004143,0.00019001,0.000194020341921979,0.000190248678609026,-6.0991058,92.283792987655492927,466228.059391301027505876,1553547600.0,0,0,0,1,5,3
98407,0.00019827779960016,0.000207679187004143,0.00019001,0.000192426824729127,0.00019220807114097,-3.59973882,95.106639388074845911,480825.576498714492932872,1553551200.0,0,0,1,1,5,3
102047,0.00019220807104097,0.000207679187004143,0.00019001,0.000193786237316095,0.00019001,-6.55076723,93.342033342396627418,472637.614355617110561532,1553554800.0,0,0,2,1,5,3
105681,0.000190341603645039,0.000207679187004143,0.00019001,0.00019414006200794,0.000190231400377954,-8.2892297,79.724071190672444717,408991.181928392037951688,1553558400.0,0,0,3,1,5,3
109302,0.000190341603645039,0.000207679187004143,0.00019001,0.000194186145118652,0.000190184287233176,-8.34815386,76.64245606891470734,394143.282616607047777572,1553562000.0,0,0,4,1,5,3
112935,0.000190341603645039,0.000205414918602647,0.00019001,0.000194142239376619,0.00019055181455365,-5.3783072,74.533496062630939593,383988.385103679383243067,1553565600.0,0,0,5,1,5,3
116553,0.000190341603645039,0.000205414918602647,0.00019001,0.000193712115504343,0.000190053363521368,-5.3783072,74.533496062630939593,383988.385103679383243067,1553569200.0,0,0,6,1,5,3
120139,0.000190212868936361,0.000205414918602647,0.00019001,0.000194191366727731,0.000190359394818083,-7.40065511,81.307701754989355019,419595.812340343502873525,1553572800.0,0,0,7,1,5,3
123751,0.000197395043031423,0.000205414918602647,0.00019001,0.000197352112845489,0.000191412597544202,-3.90423229,83.260455870115388317,429644.228507495523868812,1553576400.0,0,0,8,1,5,3
127373,0.000197395043031423,0.000201,0.00019001,0.000196864326564965,0.000192314897468246,-1.79351093,82.95360194185681167,428133.631282905415806878,1553580000.0,0,0,9,1,5,3
130976,0.000192357759317527,0.000201,0.00019001,0.000196915203520418,0.000192315141581354,-4.29962223,83.952601577553382422,433327.077282905415348126,1553583600.0,0,0,10,1,5,3
134554,0.000192290141063003,0.000201,0.00019001,0.000197945471794687,0.0001923000001,-4.33326315,83.695923807909841196,432082.821854900111339043,1553587200.0,0,0,11,1,5,3
138122,0.00019231923,0.0001994674897,0.00019001,0.00019589815156603,0.00019231923,-3.58367156,82.901170848707869561,428153.331490726609269636,1553590800.0,0,0,12,1,5,3
